Replicate,Individual,Group,Individual_Trait,Trait,Time,Phenotype,B0,B1,B2,B12,I,S1,S2,S12,X1,X2,X1X2,G,e
1,1,1,1,1,1,-0.125458465,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,-0.141389176,-1.592184044,0.22511759,0,0.007605474
1,1,1,1,1,2,-0.300309459,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,-1.208179343,-0.664149097,0.802411219,0,-0.103147887
1,1,1,1,1,11,-0.161762311,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,0.44584561,-1.053936403,-0.469892919,0,-0.085188358
1,1,1,1,1,19,-0.137743378,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,-0.640423252,0.835281866,-0.534933929,0,0.141688711
1,1,1,1,1,29,0.133846385,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,-1.113874106,-0.996614392,1.110102965,0,0.196064378
1,1,1,1,1,33,1.530791576,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,0.778882567,2.14351462,1.669546169,0,-0.269910001
1,1,1,1,1,34,-0.646475442,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,-0.984027139,-0.040512403,0.039865304,0,-0.305885774
1,1,1,1,1,59,0.564350431,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,0.511678388,0.904711418,0.46292128,0,-0.25043453
1,1,1,1,1,62,0.183210309,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,-0.414202684,-1.66514905,0.689709207,0,0.236245698
1,1,1,1,1,71,-2.338296682,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,-1.669772095,2.54060774,-4.24223591,0,-0.026821956
1,1,1,1,1,77,0.212096976,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,0.554331455,-0.317234996,-0.175853337,0,-0.060436095
1,1,1,1,1,85,-0.528071543,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,1.033783268,-1.928619292,-1.993774354,0,0.188679294
1,1,1,1,1,86,-0.061006304,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,-0.562632058,-0.787664437,0.443165263,0,0.014708431
1,1,1,1,1,93,1.302121562,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,1.682017312,0.638382205,1.07376992,0,-0.355428784
1,1,1,1,1,94,1.447247722,0.5,0.8,0.2,0.5,-0.355834437,-0.295353956,0,0,1.33237899,0.652251105,0.869045668,0,0.065729318
1,2,1,2,1,5,0.09875987,0.5,0.8,0.2,0.5,-0.189822736,-0.470315423,0,0,1.174201383,-0.869465543,-1.020927643,0,0.085823451
1,2,1,2,1,18,0.107876729,0.5,0.8,0.2,0.5,-0.189822736,-0.470315423,0,0,-0.437718985,-1.061439069,0.464612032,0,-0.078009539
1,2,1,2,1,20,-1.255327405,0.5,0.8,0.2,0.5,-0.189822736,-0.470315423,0,0,-1.929187202,1.28601268,-2.480959203,0,0.053795663
1,2,1,2,1,31,0.146489091,0.5,0.8,0.2,0.5,-0.189822736,-0.470315423,0,0,-0.211687356,-0.832961411,0.176327399,0,-0.015469534
1,2,1,2,1,39,-1.624901501,0.5,0.8,0.2,0.5,-0.189822736,-0.470315423,0,0,2.244804212,-2.020356755,-4.535305352,0,-0.003432064
1,2,1,2,1,41,-0.687697559,0.5,0.8,0.2,0.5,-0.189822736,-0.470315423,0,0,-1.714144765,0.806070521,-1.381721564,0,0.096898947
1,2,1,2,1,54,0.4059971,0.5,0.8,0.2,0.5,-0.189822736,-0.470315423,0,0,0.032418026,0.757383968,0.024552893,0,-0.078621127
1,2,1,2,1,58,0.066754784,0.5,0.8,0.2,0.5,-0.189822736,-0.470315423,0,0,-0.047212535,-1.747311596,0.08249501,0,0.080357579
