"","Individual","Phenotype","X1","X2"
"1",1,-0.354554445092077,-1.47071036768698,-1.06796132106496
"2",1,0.898692189844735,-0.465659112932571,0.239931648071448
"3",1,0.543573986988208,-0.915387115969286,-0.487536496947535
"4",1,1.15757481406402,0.428367454652774,-0.161394939635114
"5",1,1.63366813797715,0.911637791171582,-0.137477675038979
"6",1,0.447558484589515,-1.41667867512548,-0.22894093256444
"7",1,0.00958467978423622,-0.882962345685366,-0.688267365676542
"8",1,0.707053369867163,0.190472412520788,0.153028983315045
"9",1,0.308717486845488,-1.28997993931616,-0.215021233859087
"10",1,0.379580877711817,-0.902331249891481,-0.23248834737721
"11",1,0.908051105168779,-0.405026577871539,-0.198104084035443
"12",1,1.47270579486355,0.524773599778121,0.488346353268655
"13",1,0.720817670080702,-0.459102550940861,0.338994756033068
"14",1,1.34286511518394,1.29462997986382,0.111715146522739
"15",1,0.838744370912152,0.351795588823001,-0.0873177751523715
"16",2,1.63377616272062,0.491219502299183,0.428625510172525
"17",2,2.54899615158228,-0.484002585514371,-0.0604067584722634
"18",2,2.16105768928426,0.0135843293505337,-0.746376963764788
"19",2,1.59406350443831,2.20849278195381,0.974206774680729
"20",2,2.57618350368185,-1.41667867512548,-0.209593320811867
"21",2,2.01214514175586,0.300056893765822,-0.0929155523843936
"22",2,2.02190569010346,-0.902331249891481,-0.835723318388882
"23",2,1.49787806057389,1.72613467534371,0.610395957067707
"24",2,2.25736390667997,0.883937628125892,0.0821013482647988
"25",2,2.63615756425491,-0.503963721013636,-0.482331464089504
"26",2,2.39943959178354,-0.637279556258487,-0.0516054940404378
"27",2,2.16625639166832,-0.725424758348524,-0.136688818245423
"28",2,2.06502753006164,-0.459102550940861,0.311583011242492
"29",2,1.70410861867564,1.00509489814799,0.328365790519436
"30",2,1.8436450783936,0.351795588823001,-0.289097289478974
"31",3,0.161541575947658,-0.382686581156593,0.380133514912069
"32",3,-0.480356953356031,-0.374632225319175,-0.57251949810466
"33",3,-0.378437317957313,0.0135843293505337,-0.053895497034504
"34",3,0.0351822705367477,0.656254191436266,0.472930598933097
"35",3,0.00943943766862762,0.90478911017373,0.245718836329685
"36",3,0.714613030948722,1.47419677421005,0.603176267413889
"37",3,-0.579956794795903,-1.01954549902696,-0.403299143309043
"38",3,-0.0138160276214248,-0.235801636842791,-0.716085380242004
"39",3,-0.507618511563401,-0.725424758348524,-0.451389403649936
"40",3,0.408118643706272,1.65863065493769,0.663945883286981
"41",3,-0.301099570619668,-0.637899661076335,-0.12931756772063
"42",3,0.358483434358585,1.67382667283135,0.885307559829532
"43",3,-0.30442852155964,-0.669183882950813,0.136832019948005
"44",3,0.0711596023263194,1.29462997986382,0.00418615617346674
"45",3,-0.0264185089224197,0.900522924750817,-0.024810636536148
"46",4,0.730840800201871,-0.382686581156593,-0.542798610288128
"47",4,0.606259237096497,0.298767208754409,0.0579895957478397
"48",4,0.0437434695196753,2.20849278195381,0.847222085476622
"49",4,1.58960265205004,-1.28997993931616,-0.421690771162946
"50",4,0.761989559387897,-0.185847006021778,-0.103130916291515
"51",4,0.949209205281482,-0.284404167051494,-0.0919121076647947
"52",4,0.670435924333848,0.156875195755251,-0.0735367811553878
